id,question,answer,reference
58,"Người đi xe máy không nhường đường cho xe cứu thương bị xử 
phạt thế nào?","Hành vi trên bị xử phạt theo quy định tại khoản 5 Điều 6 Nghị định số 
100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 4 Điều 2 nghị định số 123/2021/NĐ-CP) 
về xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe 
tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông 
đường bộ với các mức phạt tương ứng như sau: 
5. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
b) Không nhường đường hoặc gây cản trở xe được quyền ưu tiên đang phát tín 
hiệu ưu tiên đi làm nhiệm vụ.","100/2019/NĐ-CP::article::6::clause::5, 123/2021/NĐ-CP::article::2::clause::4"
59,"Đi xe máy mà buông cả hai tay, lạng lách, đánh võng hay đi xe trên 
một bánh thì bị xử phạt như thế nào?","Những hành vi trên bị xử phạt theo quy định tại điểm a, b, c khoản 8 Điều 
6 Nghị định số 100/2019/NĐ-CP về xử phạt người điều khiển xe mô tô, xe gắn máy 
(kể cả xe máy điện), các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy 
vi phạm quy tắc giao thông đường bộ với các mức phạt tương ứng như sau 
8. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
a) Buông cả hai tay khi đang điều khiển xe; dùng chân điều khiển xe; ngồi về 
một bên điều khiển xe; nằm trên yên xe điều khiển xe; thay người điều khiển khi xe 
đang chạy; quay người về phía sau để điều khiển xe hoặc bịt mắt điều khiển xe; 
b) Điều khiển xe lạng lách hoặc đánh võng trên đường bộ trong, ngoài đô thị;  c) Điều khiển xe chạy bằng một bánh đối với xe hai bánh, chạy bằng hai bánh 
đối với xe ba bánh; 
Ngoài ra theo điểm c khoản 10 Điều 6, người thực hiện hành vi này bị tước 
quyền sử dụng Giấy phép lái xe từ 02 tháng đến 04 tháng","100/2019/NĐ-CP::article::6::clause::8::point::a, 100/2019/NĐ-CP::article::6::clause::8::point::b, 100/2019/NĐ-CP::article::6::clause::8::point::c, 100/2019/NĐ-CP::article::6::clause::10::point::c"
60,"Người điều khiển xe đạp điện vượt đèn đỏ, dừng xe đột ngột, 
chuyển hướng mà không có báo hiệu trước bị xử phạt như thế nào?","Những hành vi trên bị xử phạt theo quy định tại điểm c khoản 1 và điểm đ 
khoản 2 Điều 8 Nghị định số 100/2019/NĐ-CP về xử phạt người điều khiển xe đạp, xe 
đạp máy (kể cả xe đạp điện), người điều khiển xe thô sơ khác vi phạm quy tắc giao 
thông đường bộ 
1. Phạt tiền từ 80.000 đồng đến 100.000 đồng đối với người điều khiển xe thực 
hiện một trong các hành vi vi phạm sau đây: 
b) Dừng xe đột ngột; chuyển hướng không báo hiệu trước; 
2. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
đ) Không chấp hành hiệu lệnh của đèn tín hiệu giao thông.","100/2019/NĐ-CP::article::8::clause::2::point::đ, 100/2019/NĐ-CP::article::8::clause::1::point::c"
61,Sau khi uống rượu mà đi xe đạp thì có bị xử phạt vi phạm không?,"Hành vi trên bị xử phạt tùy thuộc vào mức độ nồng độ cồn trong máu, hơi 
thở theo các quy định: điểm q khoản 1, điểm e khoản 3 (sửa đổi, bổ sung tại khoản 34 
Điều 2 Nghị định số 123/2021/NĐ-CP), điểm c khoản 4 (sửa đổi, bổ sung tại khoản 6 
Điều 2 Nghị định số 123/2021/NĐ-CP) Điều 8 Nghị định số 100/2019/NĐ-CP về 
xử phạt người điều khiển xe đạp, xe đạp máy (kể cả xe đạp điện), người điều khiển xe 
thô sơ khác vi phạm quy tắc giao thông đường bộ: 
1. Phạt tiền từ 80.000 đồng đến 100.000 đồng đối với người điều khiển xe thực 
hiện một trong các hành vi vi phạm sau đây: 
q) Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng 
chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí 
thở. 
3. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
e) Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt 
quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 
miligam/1 lít khí thở. 
4. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây:  c) Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt 
quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở;","100/2019/NĐ-CP::article::8::clause::4::point::c, 100/2019/NĐ-CP::article::8::clause::3::point::e, 100/2019/NĐ-CP::article::8::clause::1::point::q, 123/2021/NĐ-CP::article::2::clause::34, 123/2021/NĐ-CP::article::2::clause::6"
62,Người đi bộ tham gia giao thông bị xử phạt trong trường hợp nào?,"Người đi bộ tham gia giao thông bị xử phạt trong các trường hợp quy 
định tại Điều 9 Nghị định số 100/2019/NĐ-CP xử phạt người đi bộ vi phạm quy tắc 
giao thông đường bộ: 
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện một 
trong các hành vi vi phạm sau đây: 
a) Không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường 
không đúng nơi quy định hoặc không bảo đảm an toàn; 
b) Không chấp hành hiệu lệnh hoặc chỉ dẫn của đèn tín hiệu, biển báo hiệu, 
vạch kẻ đường, trừ hành vi vi phạm trên đường cao tốc. 
c) Không chấp hành hiệu lệnh, hướng dẫn của người điều khiển giao thông hoặc 
người kiểm soát giao thông; 
d) Mang, vác vật cồng kềnh gây cản trở giao thông; 
đ) Đu, bám vào phương tiện giao thông đang chạy. 
2. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người đi bộ đi vào 
đường cao tốc, trừ người phục vụ việc quản lý, bảo trì đường cao tốc.",100/2019/NĐ-CP::article::9
63,"Người điều khiển xe thực hiện hành vi đổ trái phép rác, đất, cát, 
đá, vật liệu, chất phế thải ra đường phố có bị xử phạt vi phạm hành chính không?","Hành vi trên bị xử phạt theo quy định tại khoản 4 Điều 20 Nghị định số 
100/2019/NĐ-CP có quy định việc xử phạt người điều khiển xe ô tô, máy kéo và các 
loại xe tương tự xe ô tô vi phạm quy định về bảo vệ môi trường khi tham gia giao 
thông, cụ thể: 
4. Phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng đối với người điều khiển 
xe thực hiện hành vi đổ trái phép rác, đất, cát, đá, vật liệu, chất phế thải ra đường phố. 
Ngoài việc bị phạt tiền, người điều khiển phương tiện thực hiện hành vi vi 
phạm còn bị áp dụng hình thức xử phạt bổ sung tước quyền sử dụng Giấy phép lái xe 
từ 01 tháng đến 03 tháng và bị áp dụng các biện pháp khắc phục hậu quả: Buộc phải 
thu dọn rác, chất phế thải, vật liệu, hàng hóa và khôi phục lại tình trạng ban đầu đã bị 
thay đổi do vi phạm hành chính gây ra; nếu gây ô nhiễm môi trường phải thực hiện các 
biện pháp khắc phục tình trạng ô nhiễm môi trường do vi phạm hành chính gây ra.",100/2019/NĐ-CP::article::20::clause::4
64,"Người 15 tuổi điều khiển xe máy điện tham gia giao thông có xử 
phạt không?","Hành vi trên bị xử phạt theo quy định khoản 1 Điều 21 Nghị định số 
100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 11 Điều 2 Nghị định số 123/2021/NĐ
CP). Cụ thể: 
1. Phạt cảnh cáo người từ đủ 14 tuổi đến dưới 16 tuổi điều khiển xe mô tô, xe 
gắn máy (kể cả xe máy điện) và các loại xe tương tự xe mô tô hoặc điều khiển xe ô tô, 
máy kéo và các loại xe tương tự xe ô tô.","100/2019/NĐ-CP::article::21::clause::1, 123/2021/NĐ-CP::article::2::clause::11"
65,"Người bán hàng rong, bán hàng hóa nhỏ lẻ trên vỉa hè các tuyến 
phố bị xử phạt như thế nào”","Theo Điều 12 Nghị định số 100/2019/NĐ-CP quy định xử phạt hành vi vi 
phạm quy định về sử dụng, khai thác trong phạm vi đất dành cho đường bộ, cụ thể đối 
với hành vi trên như sau: 
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với cá nhân, từ 200.000 
đồng đến 400.000 đồng đối với tổ chức thực hiện một trong các hành vi vi phạm sau 
đây: 
a. Bán hàng rong hoặc bán hàng hóa nhỏ lẻ khác trên lòng đường đô thị, trên 
vỉa hè các tuyến phố có quy định cấm bán hàng, trừ các hành vi : Chiếm dụng dải phân 
cách giữa của đường đôi làm nơi: Bày, bán hàng hóa; để vật liệu xây dựng; Sử dụng 
trái phép lòng đường đô thị, hè phố để: Họp chợ; kinh doanh dịch vụ ăn uống; bày, bán 
hàng hóa; sửa chữa phương tiện, máy móc, thiết bị; rửa xe; đặt, treo biển hiệu, biển 
quảng cáo; xây, đặt bục bệ; làm mái che hoặc thực hiện các hoạt động khác gây cản trở 
giao thông; Bày, bán máy móc, thiết bị, vật tư, vật liệu xây dựng hoặc sản xuất, gia 
công hàng hóa trên lòng đường đô thị, hè phố;",100/2019/NĐ-CP::article::12
66,"Hành vi phơi thóc, lúa, rơm rạ trên đường bộ có bị xử phạt 
không?","Theo Điều 12 Nghị định số 100/2019/NĐ-CP quy định xử phạt hành vi vi 
phạm quy định về sử dụng, khai thác trong phạm vi đất dành cho đường bộ, cụ thể đối 
với hành vi trên, như sau: 
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với cá nhân, từ 200.000 
đồng đến 400.000 đồng đối với tổ chức thực hiện một trong các hành vi vi phạm sau 
đây: 
b) Phơi thóc, lúa, rơm, rạ, nông, lâm, hải sản trên đường bộ; đặt máy tuốt lúa 
trên đường bộ. 
Ngoài ra, người thực hiện hành bi này buộc phải thu dọn thóc, lúa, rơm, rạ, 
nông, lâm, hải sản, thiết bị trên đường bộ;theo quy định tại điểm c khoản 10 Điều 12 
Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12, 100/2019/NĐ-CP::article::12::clause::10::point::c"
67,"Hành vi trồng cây trong phạm vi đất dành cho đường bộ làm che 
khuất tầm nhìn bị xử phạt như thế nào?","Điều 12 Nghị định số 100/2019/NĐ-CP quy định xử phạt hành vi vi phạm 
quy định về sử dụng, khai thác trong phạm vi đất dành cho đường bộ tại, cụ thể đối với 
hành vi trên, như sau: 
2. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với cá nhân, từ 600.000 
đồng đến 800.000 đồng đối với tổ chức thực hiện một trong các hành vi vi phạm sau 
đây: 
b) Trồng cây trong phạm vi đất dành cho đường bộ làm che khuất tầm nhìn của 
người điều khiển phương tiện giao thông; 
Ngoài ra người thực hiện hành vi này buộc phải di dời cây trồng không đúng 
quy định và khôi phục lại tình trạng ban đầu đã bị thay đổi do vi phạm hành chính gây 
ra theo quy định tại điểm b khoản 10 Điều 12 Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12, 100/2019/NĐ-CP::article::12::clause::10::point::b"
68,"Hành vi xả nước ra đường bộ không đúng nơi quy định bị xử phạt 
như thế nào?","Theo quy định tại khoản điểm đ khoản 2 Điều 12 Nghị định số 
100/2019/NĐ-CP, hành vi trên bị xử phạt, như sau: 
2. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với cá nhân, từ 600.000 
đồng đến 800.000 đồng đối với tổ chức thực hiện một trong các hành vi vi phạm sau 
đây: 
đ) Xả nước ra đường bộ không đúng nơi quy định, trừ hành vi xả nước thải xây 
dựng từ các công trình xây dựng ra đường phố. 
Ngoài ra người thực hiện hành vi này buộc phải thu dọn vật tư, vật liệu, hàng 
hóa và khôi phục lại tình trạng ban đầu đã bị thay đổi do vi phạm hành chính gây 
ra theo quy định tại điểm c khoản 10 Điều 12 Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::2::point::đ, 100/2019/NĐ-CP::article::12::clause::10::point::c"
69,"Hành vi sử dụng đường bộ trái quy định để tổ chức hoạt động văn 
hóa bị xử phạt như thế nào?","Theo quy định tại điểm a khoản 3 Điều 12 Nghị định số 100/2019/NĐ
CP, hành vi trên bị xử phạt như sau: 
3. Phạt tiền từ 500.000 đồng đến 1.000.000 đồng đối với cá nhân, từ 1.000.000 
đồng đến 2.000.000 đồng đối với tổ chức thực hiện một trong các hành vi vi phạm sau 
đây: 
a) Sử dụng đường bộ trái quy định để tổ chức các hoạt động văn hóa, thể thao, 
diễu hành, lễ hội; Ngoài ra người thực hiện hành vi này buộc phải thu dọn rác, chất phế thải, 
phương tiện, vật tư, vật liệu, hàng hóa, máy móc, thiết bị, biển hiệu, biển quảng cáo, 
các loại vật dụng khác và khôi phục lại tình trạng ban đầu đã bị thay đổi do vi phạm 
hành chính gây ra theo quy định tại điểm d khoản 10 Điều 12 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::3::point::a, 100/2019/NĐ-CP::article::12::clause::10::point::d"
70,"Hành vi treo băng rôn, biểu ngữ trái phép, treo biển hiệu, biển 
quảng cáo trên đất của đường bộ ở đoạn đường ngoài đô thị bị xử phạt như thế 
nào?","Theo quy định tại điểm c, điểm d khoản 3 Điều 12 Nghị định số 
100/2019/NĐ-CP: 
3. Phạt tiền từ 500.000 đồng đến 1.000.000 đồng đối với cá nhân, từ 1.000.000 
đồng đến 2.000.000 đồng đối với tổ chức thực hiện một trong các hành vi vi phạm sau 
đây: 
c) Treo băng rôn, biểu ngữ trái phép trong phạm vi đất dành cho đường bộ gây 
ảnh hưởng đến trật tự an toàn giao thông đường bộ; 
d) Đặt, treo biển hiệu, biển quảng cáo trên đất của đường bộ ở đoạn đường ngoài 
đô thị, trừ các hành vi dựng biển quảng cáo trên đất hành lang an toàn đường bộ khi chưa 
được cơ quan quản lý đường bộ có thẩm quyền đồng ý bằng văn bản hoặc dựng biển 
quảng cáo trên phần đất dọc hai bên đường bộ dùng để quản lý, bảo trì, bảo vệ công trình 
đường bộ. 
Ngoài ra người thực hiện hành vi này buộc phải thu dọn rác, chất phế thải, 
phương tiện, vật tư, vật liệu, hàng hóa, máy móc, thiết bị, biển hiệu, biển quảng cáo, 
các loại vật dụng khác và khôi phục lại tình trạng ban đầu đã bị thay đổi do vi phạm 
hành chính gây ra theo quy định tại điểm d khoản 10 Điều 12 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::3::point::d, 100/2019/NĐ-CP::article::12::clause::3::point::c, 100/2019/NĐ-CP::article::12::clause::10::point::d"
71,"Hành vi đổ rác ra đường bộ không đúng nơi quy định bị xử phạt 
như thế nào?","Theo quy định tại khoản 4 Điều 12 Nghị định số 100/2019/NĐ-CP, hành 
vi trên bị xử phạt như sau: 
Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với cá nhân, từ 2.000.000 
đồng đến 4.000.000 đồng đối với tổ chức thực hiện hành vi đổ rác ra đường bộ không 
đúng nơi quy định, trừ các hành vi vi phạm: Đổ, để trái phép vật liệu, chất phế thải 
trong phạm vi đất dành cho đường bộ; người điều khiển xe đổ trái phép rác, đất, cát, 
đá, vật liệu, chất phế thải trong phạm vi đất dành cho đường bộ ở đoạn đường ngoài đô 
thị; người điều khiển xe thực hiện hành vi đổ trái phép rác, đất, cát, đá, vật liệu, chất 
phế thải ra đường phố. Ngoài ra người thực hiện hành vi này buộc phải thu dọn rác, chất phế thải, 
phương tiện, vật tư, vật liệu, hàng hóa, máy móc, thiết bị, biển hiệu, biển quảng cáo, 
các loại vật dụng khác và khôi phục lại tình trạng ban đầu đã bị thay đổi do vi phạm 
hành chính gây ra theo quy định tại điểm d khoản 10 Điều 12 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::4, 100/2019/NĐ-CP::article::12::clause::10::point::d"
72,"Hành vi chiếm dụng lòng đường làm nơi trông, giữ xe bị xử phạt 
như thế nào?","Theo điểm c, điểm d khoản 5, khoản 7, điểm a khoản 8 Điều 12 Nghị định 
số 100/2019/NĐ-CP, hành vi trên bị xử phạt như sau: 
5. Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng đối với cá nhân, từ 
4.000.000 đồng đến 6.000.000 đồng đối với tổ chức thực hiện một trong các hành vi vi 
phạm sau đây: 
c) Chiếm dụng lòng đường đô thị hoặc hè phố dưới 05 m2 làm nơi trông, giữ 
xe; 
d) Chiếm dụng phần đường xe chạy hoặc lề đường của đường ngoài đô thị dưới 
20 m2 làm nơi trông, giữ xe. 
7. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với cá nhân, từ 
12.000.000 đồng đến 16.000.000 đồng đối với tổ chức thực hiện hành vi chiếm dụng 
lòng đường đô thị hoặc hè phố từ 10 m2 đến dưới 20 m2 làm nơi trông, giữ xe. 
8. Phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng đối với cá nhân, từ 
20.000.000 đồng đến 30.000.000 đồng đối với tổ chức thực hiện một trong các hành vi 
vi phạm sau đây: 
a) Chiếm dụng lòng đường đô thị hoặc hè phố từ 20 m2 trở lên làm nơi trông, 
giữ xe; 
Ngoài ra, người thực hiện hành vi vi phạm còn buộc phải thu dọn rác, chất phế 
thải, phương tiện, vật tư, vật liệu, hàng hóa, máy móc, thiết bị, biển hiệu, biển quảng 
cáo, các loại vật dụng khác và khôi phục lại tình trạng ban đầu đã bị thay đổi do vi 
phạm hành chính gây ra theo quy định tại điểm d khoản 10 Điều 12 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::8::point::a, 100/2019/NĐ-CP::article::12::clause::7, 100/2019/NĐ-CP::article::12::clause::5::point::d, 100/2019/NĐ-CP::article::12::clause::5::point::c, 100/2019/NĐ-CP::article::12::clause::10::point::d"
73,"Hành vi gắn vào công trình báo hiệu đường bộ các nội dung 
không liên quan tới ý nghĩa, mục đích của công trình đường bộ bị xử phạt như 
thế nào?","Theo quy định tại điểm c khoản 6 Điều 12 Nghị định số 100/2019/NĐ
CP, hành vi trên bị xử phạt như sau: 6. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với cá nhân, từ 
8.000.000 đồng đến 12.000.000 đồng đối với tổ chức thực hiện một trong các hành vi 
vi phạm sau đây: 
c) Tự ý gắn vào công trình báo hiệu đường bộ các nội dung không liên quan tới 
ý nghĩa, mục đích của công trình đường bộ; 
Ngoài ra, người thực hiện hành vi vi phạm còn buộc phải thu dọn rác, chất phế 
thải, phương tiện, vật tư, vật liệu, hàng hóa, máy móc, thiết bị, biển hiệu, biển quảng 
cáo, các loại vật dụng khác và khôi phục lại tình trạng ban đầu đã bị thay đổi do vi 
phạm hành chính gây ra theo quy định tại điểm d khoản 10 Điều 12 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::6::point::c, 100/2019/NĐ-CP::article::12::clause::10::point::d"
74,"Hành vi sử dụng trái phép đất của đường bộ làm nơi tập kết hoạch 
trung chuyển hàng hóa bị xử phạt như thế nào?","Theo quy định tại điểm đ khoản 6 Điều 12 Nghị định số 100/2019/NĐ
CP, hành vi trên bị xử phạt như sau: 
6. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với cá nhân, từ 
8.000.000 đồng đến 12.000.000 đồng đối với tổ chức thực hiện một trong các hành vi 
vi phạm sau đây: 
d) Sử dụng trái phép đất của đường bộ hoặc hành lang an toàn đường bộ làm nơi 
tập kết hoặc trung chuyển hàng hóa, vật tư, vật liệu xây dựng, máy móc, thiết bị, các loại 
vật dụng khác; 
Ngoài ra, người thực hiện hành vi vi phạm còn buộc phải thu dọn rác, chất phế 
thải, phương tiện, vật tư, vật liệu, hàng hóa, máy móc, thiết bị, biển hiệu, biển quảng 
cáo, các loại vật dụng khác và khôi phục lại tình trạng ban đầu đã bị thay đổi do vi 
phạm hành chính gây ra theo quy định tại điểm d khoản 10 Điều 12 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::6::point::đ, 100/2019/NĐ-CP::article::12::clause::10::point::d"
75,"Hành vi chiếm dụng đất đường bộ để xây dựng nhà ở bị xử phạt 
như thế nào?","Theo quy định tại điểm a khoản 9 Điều 12 Nghị định số 100/2019/NĐ
CP, hành vi trên bị xử phạt như sau: 
9. Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng đối với cá nhân, từ 
30.000.000 đồng đến 40.000.000 đồng đối với tổ chức thực hiện một trong các hành vi 
vi phạm sau đây: 
a) Chiếm dụng đất của đường bộ hoặc đất hành lang an toàn đường bộ để xây 
dựng nhà ở;  Ngoài ra người thực hiện hành vi trên buộc phải tháo dỡ công trình xây dựng 
trái phép (không có giấy phép hoặc không đúng với giấy phép) và khôi phục lại tình 
trạng ban đầu đã bị thay đổi do vi phạm hành chính gây ra theo quy định tại điểm đ 
khoản 10 Điều 12 Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::9::point::a, 100/2019/NĐ-CP::article::12::clause::10::point::đ"
76,"Hành vi thi công trên đường bộ đang khai thác không treo biển 
báo thông tin công trình bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại khoản 1 Điều 13 Nghị định số 
100/2019/NĐ-CP, cụ thể: 
1. Cảnh cáo hoặc phạt tiền từ 250.000 đồng đến 500.000 đồng đối với cá nhân, 
từ 500.000 đồng đến 1.000.000 đồng đối với tổ chức thực hiện hành vi thi công trên 
đường bộ đang khai thác không treo biển báo thông tin công trình hoặc treo biển báo 
thông tin không đầy đủ nội dung theo quy định. 
Ngoài ra, người thực hiện hành vi này buộc phải treo biển báo thông tin công 
trình có đầy đủ nội dung theo quy định tại điểm a khoản 7 Điều 13 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::13::clause::1, 100/2019/NĐ-CP::article::13::clause::7::point::a"
